,greV,greQ,greA,cgpa,univName
57447,167.0,154.0,4.5,3.51,Bahauddin Zakariya University
57465,159.0,154.0,4.0,3.88,National University of Modern Languages
57529,148.0,162.0,3.0,3.98,National University of Computer and Emerging Sciences
57587,150.0,160.0,3.5,3.1,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
57636,153.0,159.0,3.5,3.8,National University of Modern Languages
57784,161.0,155.0,4.0,2.96,Bahauddin Zakariya University
57793,158.0,156.0,4.5,3.4,COMSATS University Islamabad
57823,166.0,151.0,5.0,3.89,Bahauddin Zakariya University
57928,153.0,170.0,3.5,3.6,Lahore University of Management Sciences
57956,163.0,166.0,0.0,3.6,"International Islamic University, Islamabad"
58139,157.0,168.0,4.0,3.98,Aga Khan University
58172,160.0,167.0,4.0,3.8,Air University
58230,162.0,158.0,4.5,4.0,Quaid-i-Azam University
58243,163.0,164.0,6.0,3.7,COMSATS University Islamabad
58255,166.0,157.0,4.5,3.77,Bahria University
58267,156.0,153.0,4.0,3.58,Bahria University
58287,159.0,168.0,3.5,3.64,"University of Engineering and Technology, Lahore"
58388,155.0,149.0,3.5,3.52,Lahore University of Management Sciences
58421,166.0,167.0,5.0,3.93,Bahauddin Zakariya University
58453,163.0,167.0,5.0,3.86,Bahauddin Zakariya University
58566,159.0,158.0,5.0,3.94,COMSATS University Islamabad
58595,162.0,152.0,4.5,4.0,Bahauddin Zakariya University
58643,163.0,166.0,0.0,3.6,"University of Engineering and Technology, Lahore"
58700,170.0,159.0,4.0,3.7,Bahauddin Zakariya University
58761,159.0,159.0,4.0,3.3,National University of Sciences and Technology
58854,149.0,158.0,3.0,2.77,National University of Sciences and Technology
58876,167.0,159.0,5.0,3.67,National University of Modern Languages
58896,152.0,164.0,3.0,3.6,"International Islamic University, Islamabad"
58899,169.0,161.0,5.0,3.6,Bahauddin Zakariya University
58921,154.0,164.0,4.0,4.0,Bahauddin Zakariya University
58949,161.0,154.0,5.0,3.94,University of the Punjab
58979,151.0,164.0,4.0,3.9,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
59001,169.0,170.0,5.0,3.33,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
59043,160.0,163.0,5.0,3.8,National University of Sciences and Technology
59067,153.0,163.0,5.0,3.22,Lahore University of Management Sciences
59126,168.0,164.0,5.0,3.98,University of the Punjab
59255,151.0,154.0,5.0,3.5,Aga Khan University
59280,154.0,168.0,4.0,3.39,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
59344,170.0,166.0,5.5,3.94,Bahauddin Zakariya University
59395,147.0,166.0,3.5,3.48,Air University
59430,157.0,170.0,4.0,3.98,Institute of Business Administration
59439,164.0,170.0,4.5,3.25,Bahauddin Zakariya University
59717,161.0,166.0,4.5,3.92,Aga Khan University
59730,160.0,137.0,3.0,4.0,Aga Khan University
59732,160.0,137.0,3.0,4.0,Bahria University
59821,155.0,165.0,4.5,3.52,COMSATS University Islamabad
59835,166.0,166.0,3.5,3.96,Lahore University of Management Sciences
59852,151.0,169.0,3.5,3.8,"International Islamic University, Islamabad"
59872,161.0,164.0,4.5,3.56,Lahore University of Management Sciences
59875,158.0,163.0,3.5,3.5,National University of Modern Languages
59876,157.0,170.0,4.0,3.6,Lahore University of Management Sciences
59883,155.0,167.0,4.5,3.07,Bahria University
59907,157.0,159.0,3.0,3.9,"University of Engineering and Technology, Lahore"
59926,154.0,160.0,0.0,3.5,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
59973,152.0,143.0,5.5,4.0,Bahria University
59983,160.0,164.0,3.5,3.8,"International Islamic University, Islamabad"
60007,160.0,150.0,3.5,3.4,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
60022,152.0,168.0,3.5,3.7,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
60129,166.0,161.0,4.0,4.0,Aga Khan University
60164,169.0,165.0,5.0,3.71,"University of Engineering and Technology, Lahore"
60176,154.0,169.0,3.5,3.77,Lahore University of Management Sciences
60194,163.0,170.0,6.0,4.0,National University of Computer and Emerging Sciences
60317,168.0,170.0,5.5,3.92,Bahria University
60345,150.0,165.0,4.0,3.97,Bahauddin Zakariya University
60443,156.0,162.0,4.5,3.3,Bahria University
60469,155.0,167.0,4.5,3.07,Bahria University
60529,163.0,168.0,0.0,3.61,University of Central Punjab
60714,160.0,163.0,3.5,3.5,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
60904,166.0,152.0,3.5,2.7,"University of Engineering and Technology, Lahore"
60974,153.0,168.0,3.5,9.99,"International Islamic University, Islamabad"
60977,160.0,162.0,4.5,3.46,Bahauddin Zakariya University
60987,166.0,157.0,5.0,3.63,National University of Modern Languages
61011,164.0,164.0,6.0,3.8,Lahore University of Management Sciences
61051,160.0,166.0,5.0,3.81,National University of Computer and Emerging Sciences
61144,150.0,168.0,4.0,3.52,Bahria University
61199,164.0,151.0,4.0,3.9,"University of Engineering and Technology, Lahore"
61310,166.0,168.0,5.0,3.89,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
61496,151.0,169.0,3.5,3.8,NED University of Engineering and Technology
61540,145.0,167.0,3.5,3.7,National University of Sciences and Technology
61611,162.0,164.0,5.0,3.41,National University of Computer and Emerging Sciences
61614,164.0,169.0,4.5,3.6,National University of Modern Languages
61646,166.0,167.0,5.0,3.97,Bahauddin Zakariya University
61674,167.0,165.0,4.0,3.85,National University of Modern Languages
61682,169.0,159.0,5.5,3.84,National University of Modern Languages
61750,159.0,154.0,4.5,3.9,"International Islamic University, Islamabad"
61787,160.0,170.0,4.0,3.5,Lahore University of Management Sciences
61847,155.0,163.0,4.5,3.58,University of Central Punjab
61861,155.0,141.0,5.0,3.75,University of Central Punjab
61954,154.0,151.0,5.0,4.0,National University of Modern Languages
61981,157.0,169.0,4.5,3.9,National University of Modern Languages
61983,157.0,169.0,4.5,3.91,"International Islamic University, Islamabad"
62032,159.0,167.0,4.0,3.3,NED University of Engineering and Technology
62120,153.0,159.0,5.5,3.47,COMSATS University Islamabad
62134,165.0,166.0,5.0,3.47,National University of Computer and Emerging Sciences
62169,161.0,167.0,4.0,3.53,"University of Engineering and Technology, Lahore"
62185,152.0,168.0,4.0,3.62,"International Islamic University, Islamabad"
62201,165.0,152.0,4.0,3.5,Lahore University of Management Sciences
62220,168.0,149.0,3.5,3.5,Air University
62275,162.0,165.0,3.0,4.0,Bahria University
62297,164.0,162.0,4.0,3.2,Air University
62324,151.0,170.0,3.0,3.84,Air University
62333,163.0,160.0,4.0,3.72,National University of Modern Languages
62358,155.0,170.0,3.5,3.92,University of Central Punjab
62359,155.0,170.0,3.5,3.92,"University of Engineering and Technology, Lahore"
62407,160.0,170.0,3.5,8.9,"International Islamic University, Islamabad"
62495,158.0,169.0,3.5,3.0,National University of Sciences and Technology
62502,160.0,167.0,5.0,3.6,Lahore University of Management Sciences
62512,159.0,149.0,5.5,3.6,COMSATS University Islamabad
62530,162.0,169.0,5.0,3.96,COMSATS University Islamabad
62641,161.0,163.0,0.0,3.97,"International Islamic University, Islamabad"
62768,152.0,162.0,3.0,3.4,National University of Sciences and Technology
62805,160.0,154.0,4.5,3.9,Bahauddin Zakariya University
62820,152.0,148.0,4.0,3.8,National University of Sciences and Technology
62821,167.0,167.0,5.0,3.82,University of Central Punjab
62874,153.0,163.0,5.0,3.0,University of the Punjab
62875,158.0,169.0,3.5,3.7,National University of Sciences and Technology
62876,166.0,157.0,4.5,3.72,Bahauddin Zakariya University
62877,162.0,170.0,4.0,3.9,University of Central Punjab
62933,154.0,166.0,5.5,3.8,Bahauddin Zakariya University
62985,152.0,159.0,3.0,3.75,National University of Sciences and Technology
63002,170.0,153.0,4.0,3.86,COMSATS University Islamabad
63004,166.0,161.0,4.0,4.0,"University of Engineering and Technology, Lahore"
63168,154.0,170.0,3.5,3.74,NED University of Engineering and Technology
63172,158.0,167.0,4.0,3.76,National University of Modern Languages
63206,155.0,167.0,4.0,3.82,University of Central Punjab
63211,149.0,161.0,3.0,3.5,NED University of Engineering and Technology
63222,158.0,169.0,4.5,3.4,University of Central Punjab
63241,154.0,162.0,5.0,3.69,COMSATS University Islamabad
63259,169.0,164.0,5.0,3.0,Air University
63378,159.0,167.0,4.0,3.6,Bahauddin Zakariya University
63391,158.0,169.0,4.0,3.6,Air University
63395,162.0,170.0,4.0,3.7,Air University
63415,167.0,163.0,5.0,3.66,Air University
63511,165.0,160.0,4.5,3.4,Lahore University of Management Sciences
63622,160.0,161.0,4.0,3.5,National University of Modern Languages
63682,157.0,164.0,4.0,3.56,Bahauddin Zakariya University
63727,160.0,160.0,4.0,3.22,National University of Sciences and Technology
63803,167.0,153.0,5.5,3.45,"International Islamic University, Islamabad"
63805,167.0,153.0,5.5,3.45,Air University
63832,153.0,167.0,4.0,8.73,Aga Khan University
63842,149.0,144.0,4.0,3.92,Bahria University
63848,160.0,170.0,4.5,3.91,NED University of Engineering and Technology
63872,151.0,155.0,4.5,3.0,National University of Sciences and Technology
63889,170.0,162.0,5.0,8.97,Bahria University
63894,167.0,158.0,4.0,4.0,"University of Engineering and Technology, Lahore"
63948,155.0,170.0,3.5,3.89,COMSATS University Islamabad
64134,166.0,149.0,5.0,3.97,NED University of Engineering and Technology
64201,155.0,170.0,3.5,3.48,"International Islamic University, Islamabad"
64238,162.0,162.0,5.0,3.4,Bahria University
64240,156.0,162.0,4.0,3.25,Bahria University
64257,158.0,158.0,4.0,3.7,University of the Punjab
64267,150.0,169.0,4.0,3.5,"University of Engineering and Technology, Lahore"
64294,164.0,167.0,3.5,3.7,University of Central Punjab
64303,152.0,167.0,4.0,3.9,National University of Sciences and Technology
64350,158.0,160.0,3.5,3.6,"University of Engineering and Technology, Lahore"
64363,169.0,150.0,3.0,3.5,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
64376,162.0,168.0,5.5,3.61,"International Islamic University, Islamabad"
64377,164.0,169.0,4.5,3.6,Lahore University of Management Sciences
64381,165.0,157.0,6.0,3.8,Bahauddin Zakariya University
64384,155.0,155.0,4.5,3.53,Bahauddin Zakariya University
64393,157.0,168.0,5.0,4.0,"International Islamic University, Islamabad"
64415,163.0,170.0,5.5,3.72,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
64425,163.0,170.0,5.5,3.72,National University of Computer and Emerging Sciences
64467,164.0,169.0,3.5,3.67,Bahauddin Zakariya University
64492,151.0,170.0,4.5,9.65,University of Central Punjab
64502,160.0,167.0,4.5,3.83,University of the Punjab
64506,158.0,170.0,3.0,3.5,Bahauddin Zakariya University
64540,155.0,168.0,4.0,3.8,"International Islamic University, Islamabad"
64908,163.0,153.0,0.0,3.4,COMSATS University Islamabad
65018,152.0,162.0,3.0,3.76,National University of Sciences and Technology
65040,158.0,165.0,4.5,3.7,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
65117,161.0,167.0,5.5,3.83,Aga Khan University
65216,151.0,168.0,4.0,3.8,Aga Khan University
65217,159.0,167.0,5.0,3.72,Bahauddin Zakariya University
65277,153.0,157.0,3.5,3.64,Bahria University
65379,164.0,168.0,5.5,3.37,COMSATS University Islamabad
65404,164.0,161.0,4.0,3.77,University of the Punjab
65416,163.0,153.0,4.0,3.88,University of the Punjab
65471,160.0,167.0,4.0,3.38,Aga Khan University
65481,154.0,169.0,4.0,3.93,Bahauddin Zakariya University
65520,150.0,147.0,3.5,3.1,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
65523,150.0,147.0,3.5,3.1,Bahria University
65582,160.0,170.0,5.5,3.61,University of the Punjab
65607,164.0,167.0,3.5,3.7,University of the Punjab
65615,165.0,157.0,5.5,3.23,University of Central Punjab
65634,157.0,166.0,3.5,8.6,Lahore University of Management Sciences
65650,163.0,150.0,4.5,3.9,National University of Modern Languages
65675,161.0,161.0,5.5,3.83,University of Central Punjab
65736,155.0,170.0,4.0,3.76,COMSATS University Islamabad
65762,155.0,168.0,4.0,3.3,Bahauddin Zakariya University
65775,162.0,169.0,4.0,3.98,Bahauddin Zakariya University
65782,162.0,157.0,5.0,3.3,National University of Computer and Emerging Sciences
65901,166.0,168.0,5.0,3.87,Air University
65903,164.0,165.0,4.5,4.0,Air University
65910,161.0,168.0,3.5,3.96,Lahore University of Management Sciences
65957,162.0,167.0,3.5,3.3,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
65965,157.0,170.0,0.0,3.8,Bahauddin Zakariya University
65996,162.0,170.0,4.0,3.9,University of Central Punjab
66066,169.0,163.0,4.0,3.8,Bahauddin Zakariya University
66072,153.0,157.0,5.0,3.85,University of Central Punjab
66082,162.0,170.0,4.0,3.9,Quaid-i-Azam University
66120,155.0,166.0,4.5,3.6,Aga Khan University
66135,160.0,164.0,4.5,3.78,University of Central Punjab
66248,170.0,153.0,4.0,3.9,National University of Sciences and Technology
66296,149.0,163.0,3.0,3.55,University of the Punjab
66311,160.0,152.0,5.5,3.69,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
66342,160.0,150.0,4.5,3.9,National University of Computer and Emerging Sciences
66343,151.0,165.0,5.0,3.11,Air University
66512,158.0,161.0,4.5,3.92,Bahria University
66537,153.0,170.0,3.5,3.32,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
66588,167.0,158.0,4.0,4.0,Bahauddin Zakariya University
66600,154.0,160.0,4.0,3.7,"University of Engineering and Technology, Lahore"
66656,165.0,156.0,3.5,3.88,"International Islamic University, Islamabad"
66658,153.0,161.0,3.5,3.47,Air University
66841,155.0,151.0,3.5,4.0,Bahauddin Zakariya University
66861,155.0,165.0,4.0,3.69,NED University of Engineering and Technology
66922,164.0,167.0,4.0,3.7,National University of Sciences and Technology
67046,164.0,156.0,4.0,4.0,Bahria University
67057,160.0,169.0,4.5,3.4,Bahauddin Zakariya University
67069,170.0,153.0,4.0,3.72,National University of Sciences and Technology
67087,163.0,162.0,6.0,3.87,Bahauddin Zakariya University
67118,152.0,170.0,3.0,3.67,Air University
67121,156.0,168.0,4.5,3.5,Air University
67158,161.0,166.0,4.0,3.9,"International Islamic University, Islamabad"
67165,157.0,167.0,4.5,3.33,National University of Sciences and Technology
67220,155.0,155.0,5.0,3.75,"University of Engineering and Technology, Lahore"
67270,157.0,170.0,5.0,3.54,National University of Modern Languages
67306,155.0,170.0,4.5,3.9,Air University
67381,159.0,157.0,4.0,3.94,University of the Punjab
67386,162.0,170.0,4.0,3.7,University of the Punjab
67388,163.0,168.0,3.0,3.5,University of the Punjab
67420,153.0,163.0,5.0,3.22,Air University
67478,164.0,159.0,0.0,3.8,Bahria University
67525,159.0,168.0,4.5,3.8,Bahauddin Zakariya University
67535,157.0,162.0,5.5,3.36,Aga Khan University
67554,163.0,167.0,0.0,3.83,Lahore University of Management Sciences
67571,168.0,167.0,3.0,3.72,National University of Sciences and Technology
67587,148.0,165.0,3.0,3.7,"International Islamic University, Islamabad"
67637,153.0,149.0,4.0,3.6,University of Central Punjab
67655,159.0,164.0,6.0,3.2,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
67659,156.0,164.0,4.0,3.76,Quaid-i-Azam University
67767,150.0,170.0,4.0,3.98,Air University
67804,168.0,170.0,5.5,3.7,National University of Sciences and Technology
67869,152.0,162.0,4.0,3.31,National University of Modern Languages
67876,161.0,163.0,5.0,3.8,Air University
67932,161.0,169.0,4.0,3.75,National University of Modern Languages
67993,163.0,168.0,5.0,4.0,National University of Sciences and Technology
68093,166.0,164.0,4.0,3.9,National University of Modern Languages
68118,152.0,147.0,0.0,3.8,Bahria University
68189,152.0,170.0,3.5,3.6,Bahauddin Zakariya University
68203,167.0,163.0,4.0,3.98,"International Islamic University, Islamabad"
68230,166.0,169.0,5.0,3.71,Aga Khan University
68240,164.0,158.0,4.5,3.92,National University of Computer and Emerging Sciences
68365,153.0,168.0,5.5,3.83,University of the Punjab
68411,161.0,169.0,5.0,3.85,Institute of Business Administration
68421,160.0,170.0,4.5,3.9,Bahauddin Zakariya University
68437,165.0,166.0,5.0,4.0,Bahauddin Zakariya University
68440,154.0,168.0,3.5,3.73,"International Islamic University, Islamabad"
68497,156.0,152.0,5.0,3.96,Lahore University of Management Sciences
68616,156.0,155.0,4.0,3.86,"International Islamic University, Islamabad"
68621,156.0,155.0,4.0,3.86,Lahore University of Management Sciences
68660,152.0,164.0,4.5,3.8,"University of Engineering and Technology, Lahore"
68674,157.0,170.0,4.0,3.59,"University of Engineering and Technology, Lahore"
68681,160.0,156.0,0.0,3.92,Bahauddin Zakariya University
68729,162.0,158.0,5.0,3.65,Air University
68758,166.0,162.0,6.0,3.96,National University of Computer and Emerging Sciences
68786,158.0,161.0,5.0,3.67,Air University
68817,164.0,168.0,5.5,3.84,Bahauddin Zakariya University
68828,159.0,154.0,5.0,3.94,Bahauddin Zakariya University
68834,167.0,158.0,6.0,3.44,Bahauddin Zakariya University
68878,160.0,167.0,4.0,3.81,Bahauddin Zakariya University
68931,165.0,165.0,5.0,3.95,Bahauddin Zakariya University
69080,162.0,160.0,4.5,3.5,"International Islamic University, Islamabad"
69081,162.0,160.0,4.5,3.5,Bahauddin Zakariya University
69106,147.0,162.0,3.5,3.4,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
69218,160.0,147.0,4.0,3.87,"University of Engineering and Technology, Lahore"
69226,161.0,169.0,0.0,3.96,National University of Modern Languages
69272,158.0,162.0,4.5,3.89,National University of Computer and Emerging Sciences
69274,158.0,162.0,4.5,3.89,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
69293,163.0,167.0,0.0,3.83,Lahore University of Management Sciences
69294,163.0,164.0,4.0,9.1,"International Islamic University, Islamabad"
69300,156.0,155.0,4.5,2.32,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
69301,156.0,170.0,5.0,4.0,Bahauddin Zakariya University
69302,156.0,170.0,5.0,4.0,University of Central Punjab
69303,156.0,170.0,5.0,4.0,COMSATS University Islamabad
69313,157.0,168.0,3.5,3.89,Lahore University of Management Sciences
69314,150.0,168.0,3.5,3.58,University of Central Punjab
69324,156.0,165.0,3.5,3.88,National University of Computer and Emerging Sciences
69360,158.0,166.0,3.5,3.89,Bahauddin Zakariya University
69374,161.0,170.0,4.0,3.95,National University of Computer and Emerging Sciences
69397,155.0,156.0,5.0,3.1,Bahria University
69444,160.0,145.0,4.5,3.9,"International Islamic University, Islamabad"
69456,167.0,170.0,4.5,4.0,COMSATS University Islamabad
69460,159.0,169.0,4.0,3.96,COMSATS University Islamabad
69490,164.0,155.0,3.0,3.71,University of the Punjab
69523,158.0,164.0,0.0,3.4,"University of Engineering and Technology, Lahore"
69544,159.0,164.0,3.5,3.59,Institute of Business Administration
69606,166.0,170.0,4.5,3.89,COMSATS University Islamabad
69618,156.0,164.0,4.0,3.79,University of Central Punjab
69648,152.0,167.0,4.5,3.83,"International Islamic University, Islamabad"
69655,153.0,159.0,3.5,3.77,"University of Engineering and Technology, Lahore"
69711,151.0,165.0,3.5,3.92,"International Islamic University, Islamabad"
69785,152.0,166.0,4.5,3.56,Aga Khan University
69800,167.0,165.0,5.0,9.99,National University of Computer and Emerging Sciences
69801,167.0,165.0,5.0,9.99,National University of Computer and Emerging Sciences
69813,158.0,157.0,3.5,3.3,National University of Modern Languages
69825,152.0,152.0,5.5,3.45,Lahore University of Management Sciences
69829,152.0,170.0,3.5,3.69,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
69830,170.0,161.0,4.5,3.78,Bahauddin Zakariya University
69857,168.0,168.0,4.0,3.9,National University of Computer and Emerging Sciences
69858,141.0,160.0,3.0,3.77,Lahore University of Management Sciences
69943,152.0,157.0,3.5,3.19,University of Central Punjab
70014,152.0,168.0,3.5,3.78,National University of Computer and Emerging Sciences
70072,144.0,170.0,3.5,3.94,National University of Sciences and Technology
70108,164.0,160.0,3.0,3.42,Lahore University of Management Sciences
70113,164.0,170.0,5.5,3.95,COMSATS University Islamabad
70176,163.0,162.0,4.5,3.67,Aga Khan University
70291,160.0,148.0,4.0,3.7,Bahria University
70292,160.0,148.0,4.0,3.7,Lahore University of Management Sciences
70297,164.0,159.0,4.0,3.92,National University of Sciences and Technology
70320,154.0,156.0,4.0,3.73,"International Islamic University, Islamabad"
70389,158.0,160.0,4.0,3.0,"University of Engineering and Technology, Lahore"
70477,163.0,170.0,4.0,3.95,National University of Sciences and Technology
70483,153.0,160.0,3.5,3.69,Bahauddin Zakariya University
70526,164.0,170.0,4.0,3.45,Aga Khan University
70527,150.0,165.0,3.5,3.61,National University of Sciences and Technology
70594,163.0,166.0,4.5,3.64,Air University
70653,158.0,159.0,4.0,3.8,"University of Engineering and Technology, Lahore"
70698,155.0,160.0,3.5,3.15,National University of Sciences and Technology
70718,156.0,163.0,4.5,3.92,Bahauddin Zakariya University
70721,152.0,153.0,4.5,4.0,Bahria University
70738,160.0,151.0,4.5,3.9,NED University of Engineering and Technology
70746,162.0,163.0,4.0,3.66,National University of Computer and Emerging Sciences
70762,160.0,157.0,4.5,3.99,Lahore University of Management Sciences
70793,150.0,160.0,3.0,3.14,University of the Punjab
70812,161.0,155.0,4.0,3.2,National University of Sciences and Technology
70823,155.0,165.0,3.5,3.32,National University of Sciences and Technology
70851,169.0,170.0,5.0,3.9,National University of Computer and Emerging Sciences
70869,165.0,170.0,3.0,3.25,"International Islamic University, Islamabad"
70953,149.0,146.0,4.0,3.71,Quaid-i-Azam University
70978,156.0,170.0,4.5,3.73,"International Islamic University, Islamabad"
70981,167.0,167.0,5.0,3.85,National University of Sciences and Technology
70983,161.0,162.0,3.5,3.66,"University of Engineering and Technology, Lahore"
70990,161.0,166.0,4.5,3.92,National University of Sciences and Technology
71001,156.0,167.0,4.5,3.93,Lahore University of Management Sciences
71004,165.0,167.0,4.0,3.85,National University of Modern Languages
71020,155.0,153.0,5.0,3.73,Bahria University
71022,159.0,154.0,4.5,3.9,Lahore University of Management Sciences
71039,159.0,154.0,5.0,3.4,COMSATS University Islamabad
71046,167.0,167.0,5.0,3.5,National University of Sciences and Technology
71052,159.0,152.0,4.5,3.97,Lahore University of Management Sciences
71060,161.0,167.0,5.0,3.9,National University of Computer and Emerging Sciences
71072,166.0,162.0,4.0,3.48,Bahauddin Zakariya University
71078,148.0,158.0,4.5,3.98,Lahore University of Management Sciences
71241,166.0,139.0,3.5,3.9,"International Islamic University, Islamabad"
71263,155.0,166.0,4.0,3.72,Aga Khan University
71282,159.0,162.0,4.5,3.96,COMSATS University Islamabad
71315,147.0,148.0,3.0,3.06,"University of Engineering and Technology, Lahore"
71331,159.0,153.0,3.0,3.88,COMSATS University Islamabad
71352,165.0,164.0,4.0,3.63,COMSATS University Islamabad
71390,157.0,166.0,4.5,3.6,COMSATS University Islamabad
71424,163.0,156.0,4.5,3.96,Bahauddin Zakariya University
71444,162.0,159.0,3.5,3.21,Lahore University of Management Sciences
71446,157.0,151.0,4.5,3.94,National University of Computer and Emerging Sciences
71452,158.0,169.0,4.0,3.3,Bahria University
71453,165.0,160.0,4.5,3.8,Bahauddin Zakariya University
71590,157.0,167.0,4.0,3.92,"International Islamic University, Islamabad"
71644,156.0,156.0,4.0,4.0,Aga Khan University
71699,164.0,168.0,4.0,3.3,"University of Engineering and Technology, Lahore"
71706,165.0,153.0,5.0,3.97,Bahauddin Zakariya University
71722,162.0,156.0,5.5,3.33,Aga Khan University
71745,165.0,162.0,5.0,3.84,COMSATS University Islamabad
71754,150.0,160.0,3.5,2.7,"International Islamic University, Islamabad"
71781,165.0,170.0,4.0,3.93,Air University
71788,161.0,167.0,4.5,3.58,Aga Khan University
71854,166.0,163.0,0.0,3.4,COMSATS University Islamabad
71876,141.0,170.0,3.0,3.93,National University of Computer and Emerging Sciences
71893,166.0,169.0,4.5,3.6,Aga Khan University
72076,162.0,160.0,5.5,3.7,"University of Engineering and Technology, Lahore"
72165,160.0,165.0,5.0,3.56,"University of Engineering and Technology, Lahore"
72216,162.0,155.0,5.0,3.73,Bahauddin Zakariya University
72217,162.0,164.0,5.0,3.87,National University of Modern Languages
72257,153.0,147.0,4.5,3.47,COMSATS University Islamabad
72277,160.0,145.0,4.0,3.83,Bahria University
72315,151.0,167.0,3.0,3.5,National University of Modern Languages
72338,154.0,157.0,4.0,3.22,Lahore University of Management Sciences
72411,165.0,169.0,5.0,3.8,NED University of Engineering and Technology
72419,154.0,168.0,5.0,3.69,COMSATS University Islamabad
72431,157.0,168.0,3.5,3.15,"International Islamic University, Islamabad"
72510,156.0,162.0,5.0,3.57,COMSATS University Islamabad
72518,170.0,170.0,5.0,3.77,University of Central Punjab
72558,153.0,154.0,4.0,3.71,COMSATS University Islamabad
72582,163.0,168.0,4.0,3.73,COMSATS University Islamabad
72597,157.0,164.0,4.5,3.3,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
72646,155.0,165.0,5.0,3.6,Institute of Business Administration
72675,160.0,161.0,3.5,3.48,"University of Engineering and Technology, Lahore"
72677,167.0,168.0,5.0,3.79,COMSATS University Islamabad
72694,163.0,163.0,5.0,3.88,University of Central Punjab
72738,162.0,155.0,4.5,3.74,Bahauddin Zakariya University
72899,159.0,151.0,4.0,3.4,COMSATS University Islamabad
72953,168.0,154.0,3.0,3.96,Aga Khan University
72957,170.0,168.0,5.0,3.77,Air University
72976,150.0,150.0,4.0,3.7,COMSATS University Islamabad
72978,157.0,164.0,4.0,3.78,National University of Sciences and Technology
72989,164.0,166.0,4.5,3.6,National University of Sciences and Technology
73011,169.0,162.0,5.5,3.99,Air University
73090,165.0,164.0,5.0,3.95,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
73098,165.0,162.0,5.5,3.98,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technology
73120,158.0,169.0,3.5,3.0,Aga Khan University
73156,150.0,149.0,4.0,3.58,"University of Engineering and Technology, Lahore"
73174,169.0,151.0,4.0,3.5,Bahauddin Zakariya University
73189,157.0,153.0,4.0,3.4,Lahore University of Management Sciences
73197,159.0,168.0,5.0,3.7,NED University of Engineering and Technology
73220,167.0,168.0,4.0,3.8,"University of Engineering and Technology, Lahore"
73226,166.0,168.0,4.5,3.76,Bahauddin Zakariya University
73239,159.0,166.0,5.0,3.7,National University of Modern Languages
73280,160.0,170.0,4.5,3.81,"University of Engineering and Technology, Lahore"
73281,160.0,170.0,4.5,3.81,Air University
73327,158.0,157.0,5.0,3.48,"International Islamic University, Islamabad"
73329,158.0,157.0,5.0,3.48,National University of Computer and Emerging Sciences
73330,157.0,158.0,5.0,3.48,COMSATS University Islamabad
73342,157.0,164.0,4.5,3.3,National University of Computer and Emerging Sciences
73405,156.0,170.0,3.5,3.75,"University of Engineering and Technology, Lahore"
73549,161.0,170.0,4.5,3.87,"International Islamic University, Islamabad"
73629,161.0,152.0,4.5,3.51,Lahore University of Management Sciences
73632,154.0,159.0,4.5,3.6,COMSATS University Islamabad
73643,159.0,170.0,4.5,4.0,Institute of Business Administration
73675,150.0,168.0,3.5,3.23,Lahore University of Management Sciences
73808,141.0,169.0,3.0,8.12,Lahore University of Management Sciences
73819,159.0,153.0,4.5,4.0,COMSATS University Islamabad
73831,162.0,170.0,3.5,3.95,"University of Engineering and Technology, Lahore"
73849,160.0,157.0,5.0,3.7,COMSATS University Islamabad
73884,160.0,168.0,5.0,3.74,"University of Engineering and Technology, Lahore"
73885,168.0,168.0,4.5,3.88,COMSATS University Islamabad
73894,166.0,162.0,4.0,3.48,"University of Engineering and Technology, Lahore"
73923,153.0,170.0,3.0,3.88,"International Islamic University, Islamabad"
73924,160.0,167.0,4.5,3.74,"University of Engineering and Technology, Lahore"
73946,164.0,163.0,5.0,3.72,Lahore University of Management Sciences
73949,162.0,159.0,4.5,3.85,COMSATS University Islamabad
73966,169.0,162.0,5.5,3.99,"University of Engineering and Technology, Lahore"
